timestamp,object,message
2026-07-09T03:09:25.794Z,smriti9/db,"2026-07-09 03:09:25+00:00 [Warn] [Entrypoint]: /sys/fs/cgroup///memory.pressure not writable, functionality unavailable to MariaDB"
2026-07-09T03:09:25.799Z,smriti9/db,2026-07-09 03:09:25+00:00 [Note] [Entrypoint]: Switching to dedicated user 'mysql'
2026-07-09T03:09:25.846Z,smriti9/db,2026-07-09 03:09:25+00:00 [Note] [Entrypoint]: Entrypoint script for MariaDB Server 1:11.8.8+maria~ubu2404 started.
2026-07-09T03:09:26.227Z,smriti9/db,2026-07-09 03:09:26+00:00 [Note] [Entrypoint]: Initializing database files
2026-07-09T03:09:26.440Z,smriti9/websocket,Realtime service listening on: ws://0.0.0.0:9000
2026-07-09T03:09:26.474Z,smriti9/db,"2026-07-09  3:09:26 0 [Warning] mariadbd: io_uring_queue_init() failed with EPERM: sysctl kernel.io_uring_disabled has the value 2, or 1 and the user of the process is not a member of sysctl kernel.io_uring_group. (see man 2 io_uring_setup)."
2026-07-09T03:09:26.478Z,smriti9/db,create_uring failed: falling back to libaio
2026-07-09T03:09:27.377Z,smriti9/configurator,"WARNING: The directory '/home/frappe/.cache/pip' or its parent directory is not owned or is not writable by the current user. The cache has been disabled. Check the permissions and owner of that directory. If executing pip with sudo, you should use sudo's -H flag."
2026-07-09T03:09:29.082Z,smriti9/configurator,Obtaining file:///home/frappe/frappe-bench/apps/smriti_retail_os
2026-07-09T03:09:29.105Z,smriti9/configurator,  Installing build dependencies: started
2026-07-09T03:09:30.067Z,smriti9/db,2026-07-09 03:09:30+00:00 [Note] [Entrypoint]: Database files initialized
2026-07-09T03:09:30.069Z,smriti9/db,2026-07-09 03:09:30+00:00 [Note] [Entrypoint]: Starting temporary server
2026-07-09T03:09:30.076Z,smriti9/db,2026-07-09 03:09:30+00:00 [Note] [Entrypoint]: Waiting for server startup
2026-07-09T03:09:30.124Z,smriti9/db,2026-07-09  3:09:30 0 [Note] Starting MariaDB 11.8.8-MariaDB-ubu2404 source revision 46a8eb42a520193686d9a16d4cea4b3e002917e4 server_uid DWO9gik+xpduQuJo4B0vVS61R04= as process 92
2026-07-09T03:09:30.198Z,smriti9/db,2026-07-09  3:09:30 0 [Note] InnoDB: Compressed tables use zlib 1.3
2026-07-09T03:09:30.198Z,smriti9/db,2026-07-09  3:09:30 0 [Note] InnoDB: Using transactional memory
2026-07-09T03:09:30.198Z,smriti9/db,2026-07-09  3:09:30 0 [Note] InnoDB: Number of transaction pools: 1
2026-07-09T03:09:30.198Z,smriti9/db,2026-07-09  3:09:30 0 [Note] InnoDB: Using crc32 + pclmulqdq instructions
2026-07-09T03:09:30.198Z,smriti9/db,2026-07-09  3:09:30 0 [Note] mariadbd: O_TMPFILE is not supported on /tmp (disabling future attempts)
2026-07-09T03:09:30.198Z,smriti9/db,"2026-07-09  3:09:30 0 [Warning] mariadbd: io_uring_queue_init() failed with EPERM: sysctl kernel.io_uring_disabled has the value 2, or 1 and the user of the process is not a member of sysctl kernel.io_uring_group. (see man 2 io_uring_setup)."
2026-07-09T03:09:30.198Z,smriti9/db,create_uring failed: falling back to libaio
2026-07-09T03:09:30.198Z,smriti9/db,2026-07-09  3:09:30 0 [Note] InnoDB: Using Linux native AIO
2026-07-09T03:09:30.198Z,smriti9/db,"2026-07-09  3:09:30 0 [Note] InnoDB: innodb_buffer_pool_size_max=8388608m, innodb_buffer_pool_size=128m"
2026-07-09T03:09:30.198Z,smriti9/db,2026-07-09  3:09:30 0 [Note] InnoDB: Completed initialization of buffer pool
2026-07-09T03:09:30.198Z,smriti9/db,2026-07-09  3:09:30 0 [Note] InnoDB: File system buffers for log disabled (block size=4096 bytes)
2026-07-09T03:09:30.223Z,smriti9/db,2026-07-09  3:09:30 0 [Note] InnoDB: End of log at LSN=45568
2026-07-09T03:09:30.301Z,smriti9/db,2026-07-09  3:09:30 0 [Note] InnoDB: Opened 3 undo tablespaces
2026-07-09T03:09:30.301Z,smriti9/db,2026-07-09  3:09:30 0 [Note] InnoDB: 128 rollback segments in 3 undo tablespaces are active.
2026-07-09T03:09:30.302Z,smriti9/db,2026-07-09  3:09:30 0 [Note] InnoDB: Setting file './ibtmp1' size to 12.000MiB. Physically writing the file full; Please wait ...
2026-07-09T03:09:30.302Z,smriti9/db,2026-07-09  3:09:30 0 [Note] InnoDB: File './ibtmp1' size is now 12.000MiB.
2026-07-09T03:09:30.311Z,smriti9/db,2026-07-09  3:09:30 0 [Note] InnoDB: log sequence number 45568; transaction id 14
2026-07-09T03:09:30.312Z,smriti9/db,2026-07-09  3:09:30 0 [Note] Plugin 'FEEDBACK' is disabled.
2026-07-09T03:09:30.312Z,smriti9/db,2026-07-09  3:09:30 0 [Note] Plugin 'wsrep-provider' is disabled.
2026-07-09T03:09:31.372Z,smriti9/configurator,  Installing build dependencies: finished with status 'done'
2026-07-09T03:09:31.373Z,smriti9/configurator,  Checking if build backend supports build_editable: started
2026-07-09T03:09:31.571Z,smriti9/configurator,  Checking if build backend supports build_editable: finished with status 'done'
2026-07-09T03:09:31.572Z,smriti9/configurator,  Getting requirements to build editable: started
2026-07-09T03:09:31.765Z,smriti9/configurator,  Getting requirements to build editable: finished with status 'done'
2026-07-09T03:09:31.766Z,smriti9/configurator,  Preparing editable metadata (pyproject.toml): started
2026-07-09T03:09:31.980Z,smriti9/configurator,  Preparing editable metadata (pyproject.toml): finished with status 'done'
2026-07-09T03:09:32.003Z,smriti9/configurator,Obtaining file:///home/frappe/frappe-bench/apps/india_compliance
2026-07-09T03:09:32.031Z,smriti9/configurator,  Installing build dependencies: started
2026-07-09T03:09:32.680Z,smriti9/db,2026-07-09  3:09:32 0 [Note] mariadbd: Event Scheduler: Loaded 0 events
2026-07-09T03:09:32.690Z,smriti9/db,2026-07-09  3:09:32 0 [Note] mariadbd: ready for connections.
2026-07-09T03:09:32.690Z,smriti9/db,Version: '11.8.8-MariaDB-ubu2404'  socket: '/run/mysqld/mysqld.sock'  port: 0  mariadb.org binary distribution
2026-07-09T03:09:33.163Z,smriti9/db,2026-07-09 03:09:33+00:00 [Note] [Entrypoint]: Temporary server started.
2026-07-09T03:09:33.367Z,smriti9/configurator,  Installing build dependencies: finished with status 'done'
2026-07-09T03:09:33.368Z,smriti9/configurator,  Checking if build backend supports build_editable: started
2026-07-09T03:09:33.614Z,smriti9/configurator,  Checking if build backend supports build_editable: finished with status 'done'
2026-07-09T03:09:33.615Z,smriti9/configurator,  Getting requirements to build editable: started
2026-07-09T03:09:33.876Z,smriti9/configurator,  Getting requirements to build editable: finished with status 'done'
2026-07-09T03:09:33.878Z,smriti9/configurator,  Preparing editable metadata (pyproject.toml): started
2026-07-09T03:09:34.081Z,smriti9/configurator,  Preparing editable metadata (pyproject.toml): finished with status 'done'
2026-07-09T03:09:34.260Z,smriti9/db,2026-07-09 03:09:34+00:00 [Note] [Entrypoint]: Securing system users (equivalent to running mysql_secure_installation)
2026-07-09T03:09:34.276Z,smriti9/configurator,Collecting python-barcode~=0.15.1 (from india_compliance==16.7.0)
2026-07-09T03:09:34.340Z,smriti9/db,
2026-07-09T03:09:34.342Z,smriti9/db,2026-07-09 03:09:34+00:00 [Note] [Entrypoint]: Stopping temporary server
2026-07-09T03:09:34.342Z,smriti9/db,2026-07-09  3:09:34 0 [Note] mariadbd (initiated by: unknown): Normal shutdown
2026-07-09T03:09:34.343Z,smriti9/db,2026-07-09  3:09:34 0 [Note] InnoDB: FTS optimize thread exiting.
2026-07-09T03:09:34.383Z,smriti9/db,2026-07-09  3:09:34 0 [Note] InnoDB: Starting shutdown...
2026-07-09T03:09:34.383Z,smriti9/db,2026-07-09  3:09:34 0 [Note] InnoDB: Dumping buffer pool(s) to /var/lib/mysql/ib_buffer_pool
2026-07-09T03:09:34.383Z,smriti9/db,2026-07-09  3:09:34 0 [Note] InnoDB: Buffer pool(s) dump completed at 260709  3:09:34
2026-07-09T03:09:34.409Z,smriti9/configurator,  Downloading python_barcode-0.15.1-py3-none-any.whl.metadata (2.3 kB)
2026-07-09T03:09:34.423Z,smriti9/configurator,Collecting titlecase~=2.3 (from india_compliance==16.7.0)
2026-07-09T03:09:34.430Z,smriti9/configurator,  Downloading titlecase-2.4.1.tar.gz (14 kB)
2026-07-09T03:09:34.437Z,smriti9/db,"2026-07-09  3:09:34 0 [Note] InnoDB: Removed temporary tablespace data file: ""./ibtmp1"""
2026-07-09T03:09:34.437Z,smriti9/db,2026-07-09  3:09:34 0 [Note] Shutdown completed; log sequence number 45568; transaction id 15
2026-07-09T03:09:34.448Z,smriti9/db,2026-07-09  3:09:34 0 [Note] mariadbd: Shutdown complete
2026-07-09T03:09:34.448Z,smriti9/configurator,  Installing build dependencies: started
2026-07-09T03:09:34.459Z,smriti9/db,2026-07-09 03:09:34+00:00 [Note] [Entrypoint]: Temporary server stopped
2026-07-09T03:09:34.459Z,smriti9/db,
2026-07-09T03:09:34.461Z,smriti9/db,2026-07-09 03:09:34+00:00 [Note] [Entrypoint]: MariaDB init process done. Ready for start up.
2026-07-09T03:09:34.461Z,smriti9/db,
2026-07-09T03:09:34.513Z,smriti9/db,2026-07-09  3:09:34 0 [Note] Starting MariaDB 11.8.8-MariaDB-ubu2404 source revision 46a8eb42a520193686d9a16d4cea4b3e002917e4 server_uid DWO9gik+xpduQuJo4B0vVS61R04= as process 1
2026-07-09T03:09:34.553Z,smriti9/db,2026-07-09  3:09:34 0 [Note] InnoDB: Compressed tables use zlib 1.3
2026-07-09T03:09:34.553Z,smriti9/db,2026-07-09  3:09:34 0 [Note] InnoDB: Using transactional memory
2026-07-09T03:09:34.559Z,smriti9/db,2026-07-09  3:09:34 0 [Note] InnoDB: Number of transaction pools: 1
2026-07-09T03:09:34.559Z,smriti9/db,2026-07-09  3:09:34 0 [Note] InnoDB: Using crc32 + pclmulqdq instructions
2026-07-09T03:09:34.559Z,smriti9/db,2026-07-09  3:09:34 0 [Note] mariadbd: O_TMPFILE is not supported on /tmp (disabling future attempts)
2026-07-09T03:09:34.560Z,smriti9/db,"2026-07-09  3:09:34 0 [Warning] mariadbd: io_uring_queue_init() failed with EPERM: sysctl kernel.io_uring_disabled has the value 2, or 1 and the user of the process is not a member of sysctl kernel.io_uring_group. (see man 2 io_uring_setup)."
2026-07-09T03:09:34.560Z,smriti9/db,create_uring failed: falling back to libaio
2026-07-09T03:09:34.560Z,smriti9/db,2026-07-09  3:09:34 0 [Note] InnoDB: Using Linux native AIO
2026-07-09T03:09:34.561Z,smriti9/db,"2026-07-09  3:09:34 0 [Note] InnoDB: innodb_buffer_pool_size_max=8388608m, innodb_buffer_pool_size=128m"
2026-07-09T03:09:34.562Z,smriti9/db,2026-07-09  3:09:34 0 [Note] InnoDB: Completed initialization of buffer pool
2026-07-09T03:09:34.563Z,smriti9/db,2026-07-09  3:09:34 0 [Note] InnoDB: File system buffers for log disabled (block size=4096 bytes)
2026-07-09T03:09:34.586Z,smriti9/db,2026-07-09  3:09:34 0 [Note] InnoDB: End of log at LSN=45568
2026-07-09T03:09:34.640Z,smriti9/db,2026-07-09  3:09:34 0 [Note] InnoDB: Opened 3 undo tablespaces
2026-07-09T03:09:34.640Z,smriti9/db,2026-07-09  3:09:34 0 [Note] InnoDB: 128 rollback segments in 3 undo tablespaces are active.
2026-07-09T03:09:34.641Z,smriti9/db,2026-07-09  3:09:34 0 [Note] InnoDB: Setting file './ibtmp1' size to 12.000MiB. Physically writing the file full; Please wait ...
2026-07-09T03:09:34.641Z,smriti9/db,2026-07-09  3:09:34 0 [Note] InnoDB: File './ibtmp1' size is now 12.000MiB.
2026-07-09T03:09:34.642Z,smriti9/db,2026-07-09  3:09:34 0 [Note] InnoDB: log sequence number 45568; transaction id 14
2026-07-09T03:09:34.643Z,smriti9/db,2026-07-09  3:09:34 0 [Note] Plugin 'FEEDBACK' is disabled.
2026-07-09T03:09:34.643Z,smriti9/db,2026-07-09  3:09:34 0 [Note] InnoDB: Loading buffer pool(s) from /var/lib/mysql/ib_buffer_pool
2026-07-09T03:09:34.643Z,smriti9/db,2026-07-09  3:09:34 0 [Note] Plugin 'wsrep-provider' is disabled.
2026-07-09T03:09:34.650Z,smriti9/db,2026-07-09  3:09:34 0 [Note] InnoDB: Buffer pool(s) load completed at 260709  3:09:34
2026-07-09T03:09:36.199Z,smriti9/db,"2026-07-09  3:09:36 0 [Note] Server socket created on IP: '0.0.0.0', port: '3306'."
2026-07-09T03:09:36.199Z,smriti9/db,"2026-07-09  3:09:36 0 [Note] Server socket created on IP: '::', port: '3306'."
2026-07-09T03:09:36.204Z,smriti9/db,2026-07-09  3:09:36 0 [Note] mariadbd: Event Scheduler: Loaded 0 events
2026-07-09T03:09:36.206Z,smriti9/db,2026-07-09  3:09:36 0 [Note] mariadbd: ready for connections.
2026-07-09T03:09:36.206Z,smriti9/db,Version: '11.8.8-MariaDB-ubu2404'  socket: '/run/mysqld/mysqld.sock'  port: 3306  mariadb.org binary distribution
2026-07-09T03:09:36.728Z,smriti9/configurator,  Installing build dependencies: finished with status 'done'
2026-07-09T03:09:36.729Z,smriti9/configurator,  Getting requirements to build wheel: started
2026-07-09T03:09:37.405Z,smriti9/configurator,  Getting requirements to build wheel: finished with status 'done'
2026-07-09T03:09:37.406Z,smriti9/configurator,  Preparing metadata (pyproject.toml): started
2026-07-09T03:09:37.756Z,smriti9/configurator,  Preparing metadata (pyproject.toml): finished with status 'done'
2026-07-09T03:09:37.866Z,smriti9/configurator,Collecting pycryptodome~=3.19.0 (from india_compliance==16.7.0)
2026-07-09T03:09:37.873Z,smriti9/configurator,  Downloading pycryptodome-3.19.1-cp35-abi3-manylinux_2_17_x86_64.manylinux2014_x86_64.whl.metadata (3.4 kB)
2026-07-09T03:09:37.875Z,smriti9/configurator,Requirement already satisfied: pypng~=0.20220715.0 in ./env/lib/python3.14/site-packages (from india_compliance==16.7.0) (0.20220715.0)
2026-07-09T03:09:37.884Z,smriti9/configurator,Downloading pycryptodome-3.19.1-cp35-abi3-manylinux_2_17_x86_64.manylinux2014_x86_64.whl (2.1 MB)
2026-07-09T03:09:38.157Z,smriti9/configurator,   ━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━ 2.1/2.1 MB 8.0 MB/s  0:00:00
2026-07-09T03:09:38.162Z,smriti9/configurator,Downloading python_barcode-0.15.1-py3-none-any.whl (212 kB)
2026-07-09T03:09:38.215Z,smriti9/configurator,"Building wheels for collected packages: smriti_retail_os, india_compliance, titlecase"
2026-07-09T03:09:38.218Z,smriti9/configurator,  Building editable for smriti_retail_os (pyproject.toml): started
2026-07-09T03:09:38.457Z,smriti9/configurator,  Building editable for smriti_retail_os (pyproject.toml): finished with status 'done'
2026-07-09T03:09:38.458Z,smriti9/configurator,  Created wheel for smriti_retail_os: filename=smriti_retail_os-2.2.0-py3-none-any.whl size=28759 sha256=b9433213beac5c6fbb637f25a3384fb2920875ece84e277bdf5d4f742d5709d7
2026-07-09T03:09:38.458Z,smriti9/configurator,  Stored in directory: /tmp/pip-ephem-wheel-cache-i68d6x60/wheels/b3/d2/42/058d45fd362649576ac872eead58d98a8c0e65b815d0cac0a3
2026-07-09T03:09:38.464Z,smriti9/configurator,  Building editable for india_compliance (pyproject.toml): started
2026-07-09T03:09:38.637Z,smriti9/configurator,  Building editable for india_compliance (pyproject.toml): finished with status 'done'
2026-07-09T03:09:38.637Z,smriti9/configurator,  Created wheel for india_compliance: filename=india_compliance-16.7.0-py2.py3-none-any.whl size=2839 sha256=2b4e0952c3cd4d1fcd7a97e9e54a8f348949d19230644b15ca3181249ac87988
2026-07-09T03:09:38.637Z,smriti9/configurator,  Stored in directory: /tmp/pip-ephem-wheel-cache-i68d6x60/wheels/5e/6e/d1/136800bbb50c6008d989427bad58a6ba9eaff55ed3b4d3590c
2026-07-09T03:09:38.642Z,smriti9/configurator,  Building wheel for titlecase (pyproject.toml): started
2026-07-09T03:09:39.068Z,smriti9/configurator,  Building wheel for titlecase (pyproject.toml): finished with status 'done'
2026-07-09T03:09:39.068Z,smriti9/configurator,  Created wheel for titlecase: filename=titlecase-2.4.1-py2.py3-none-any.whl size=10952 sha256=49fd11fc1ac71d70bd2382065723bf005826961caa45df3d6798ca9077829d55
2026-07-09T03:09:39.068Z,smriti9/configurator,  Stored in directory: /tmp/pip-ephem-wheel-cache-i68d6x60/wheels/70/8c/8e/c7949e808499a2f039d9589993fa4dfc049e09dc32216d9f63
2026-07-09T03:09:39.072Z,smriti9/configurator,Successfully built smriti_retail_os india_compliance titlecase
2026-07-09T03:09:39.233Z,smriti9/configurator,"Installing collected packages: python-barcode, titlecase, smriti_retail_os, pycryptodome, india_compliance"
2026-07-09T03:09:39.880Z,smriti9/configurator,
2026-07-09T03:09:39.892Z,smriti9/configurator,Successfully installed india_compliance-16.7.0 pycryptodome-3.19.1 python-barcode-0.15.1 smriti_retail_os-2.2.0 titlecase-2.4.1
2026-07-09T03:10:05.682Z,smriti9/create-site,wait-for-it: waiting 120 seconds for db:3306
2026-07-09T03:10:05.688Z,smriti9/db,2026-07-09  3:10:05 9 [Warning] Aborted connection 9 to db: 'unconnected' user: 'unauthenticated' host: '172.18.0.6' (This connection closed normally without authentication)
2026-07-09T03:10:05.690Z,smriti9/create-site,wait-for-it: db:3306 is available after 0 seconds
2026-07-09T03:10:05.708Z,smriti9/create-site,wait-for-it: waiting 120 seconds for redis-cache:6379
2026-07-09T03:10:05.713Z,smriti9/create-site,wait-for-it: redis-cache:6379 is available after 0 seconds
2026-07-09T03:10:05.733Z,smriti9/create-site,wait-for-it: waiting 120 seconds for redis-queue:6379
2026-07-09T03:10:05.739Z,smriti9/create-site,wait-for-it: redis-queue:6379 is available after 0 seconds
2026-07-09T03:10:05.740Z,smriti9/create-site,Dependencies ready. Installing custom apps...
2026-07-09T03:10:06.922Z,smriti9/create-site,"WARNING: The directory '/home/frappe/.cache/pip' or its parent directory is not owned or is not writable by the current user. The cache has been disabled. Check the permissions and owner of that directory. If executing pip with sudo, you should use sudo's -H flag."
2026-07-09T03:10:07.340Z,smriti9/create-site,Obtaining file:///home/frappe/frappe-bench/apps/smriti_retail_os
2026-07-09T03:10:07.346Z,smriti9/create-site,  Installing build dependencies: started
2026-07-09T03:10:08.546Z,smriti9/create-site,  Installing build dependencies: finished with status 'done'
2026-07-09T03:10:08.547Z,smriti9/create-site,  Checking if build backend supports build_editable: started
2026-07-09T03:10:08.746Z,smriti9/create-site,  Checking if build backend supports build_editable: finished with status 'done'
2026-07-09T03:10:08.747Z,smriti9/create-site,  Getting requirements to build editable: started
2026-07-09T03:10:08.929Z,smriti9/create-site,  Getting requirements to build editable: finished with status 'done'
2026-07-09T03:10:08.931Z,smriti9/create-site,  Preparing editable metadata (pyproject.toml): started
2026-07-09T03:10:09.116Z,smriti9/create-site,  Preparing editable metadata (pyproject.toml): finished with status 'done'
2026-07-09T03:10:09.134Z,smriti9/create-site,Obtaining file:///home/frappe/frappe-bench/apps/india_compliance
2026-07-09T03:10:09.143Z,smriti9/create-site,  Installing build dependencies: started
2026-07-09T03:10:10.344Z,smriti9/create-site,  Installing build dependencies: finished with status 'done'
2026-07-09T03:10:10.344Z,smriti9/create-site,  Checking if build backend supports build_editable: started
2026-07-09T03:10:10.524Z,smriti9/create-site,  Checking if build backend supports build_editable: finished with status 'done'
2026-07-09T03:10:10.525Z,smriti9/create-site,  Getting requirements to build editable: started
2026-07-09T03:10:10.732Z,smriti9/create-site,  Getting requirements to build editable: finished with status 'done'
2026-07-09T03:10:10.733Z,smriti9/create-site,  Preparing editable metadata (pyproject.toml): started
2026-07-09T03:10:10.916Z,smriti9/create-site,  Preparing editable metadata (pyproject.toml): finished with status 'done'
2026-07-09T03:10:11.082Z,smriti9/create-site,Collecting python-barcode~=0.15.1 (from india_compliance==16.7.0)
2026-07-09T03:10:11.177Z,smriti9/create-site,  Downloading python_barcode-0.15.1-py3-none-any.whl.metadata (2.3 kB)
2026-07-09T03:10:11.369Z,smriti9/create-site,Collecting titlecase~=2.3 (from india_compliance==16.7.0)
2026-07-09T03:10:11.380Z,smriti9/create-site,  Downloading titlecase-2.4.1.tar.gz (14 kB)
2026-07-09T03:10:11.417Z,smriti9/create-site,  Installing build dependencies: started
2026-07-09T03:10:13.676Z,smriti9/create-site,  Installing build dependencies: finished with status 'done'
2026-07-09T03:10:13.677Z,smriti9/create-site,  Getting requirements to build wheel: started
2026-07-09T03:10:14.531Z,smriti9/create-site,  Getting requirements to build wheel: finished with status 'done'
2026-07-09T03:10:14.533Z,smriti9/create-site,  Preparing metadata (pyproject.toml): started
2026-07-09T03:10:14.921Z,smriti9/create-site,  Preparing metadata (pyproject.toml): finished with status 'done'
2026-07-09T03:10:15.040Z,smriti9/create-site,Collecting pycryptodome~=3.19.0 (from india_compliance==16.7.0)
2026-07-09T03:10:15.048Z,smriti9/create-site,  Downloading pycryptodome-3.19.1-cp35-abi3-manylinux_2_17_x86_64.manylinux2014_x86_64.whl.metadata (3.4 kB)
2026-07-09T03:10:15.051Z,smriti9/create-site,Requirement already satisfied: pypng~=0.20220715.0 in ./env/lib/python3.14/site-packages (from india_compliance==16.7.0) (0.20220715.0)
2026-07-09T03:10:15.062Z,smriti9/create-site,Downloading pycryptodome-3.19.1-cp35-abi3-manylinux_2_17_x86_64.manylinux2014_x86_64.whl (2.1 MB)
2026-07-09T03:10:15.238Z,smriti9/create-site,   ━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━━ 2.1/2.1 MB 12.8 MB/s  0:00:00
2026-07-09T03:10:15.247Z,smriti9/create-site,Downloading python_barcode-0.15.1-py3-none-any.whl (212 kB)
2026-07-09T03:10:15.281Z,smriti9/create-site,"Building wheels for collected packages: smriti_retail_os, india_compliance, titlecase"
2026-07-09T03:10:15.285Z,smriti9/create-site,  Building editable for smriti_retail_os (pyproject.toml): started
2026-07-09T03:10:15.466Z,smriti9/create-site,  Building editable for smriti_retail_os (pyproject.toml): finished with status 'done'
2026-07-09T03:10:15.466Z,smriti9/create-site,  Created wheel for smriti_retail_os: filename=smriti_retail_os-2.2.0-py3-none-any.whl size=28759 sha256=b9433213beac5c6fbb637f25a3384fb2920875ece84e277bdf5d4f742d5709d7
2026-07-09T03:10:15.466Z,smriti9/create-site,  Stored in directory: /tmp/pip-ephem-wheel-cache-500wjxu2/wheels/b3/d2/42/058d45fd362649576ac872eead58d98a8c0e65b815d0cac0a3
2026-07-09T03:10:15.471Z,smriti9/create-site,  Building editable for india_compliance (pyproject.toml): started
2026-07-09T03:10:15.642Z,smriti9/create-site,  Building editable for india_compliance (pyproject.toml): finished with status 'done'
2026-07-09T03:10:15.642Z,smriti9/create-site,  Created wheel for india_compliance: filename=india_compliance-16.7.0-py2.py3-none-any.whl size=2839 sha256=2b4e0952c3cd4d1fcd7a97e9e54a8f348949d19230644b15ca3181249ac87988
2026-07-09T03:10:15.643Z,smriti9/create-site,  Stored in directory: /tmp/pip-ephem-wheel-cache-500wjxu2/wheels/5e/6e/d1/136800bbb50c6008d989427bad58a6ba9eaff55ed3b4d3590c
2026-07-09T03:10:15.646Z,smriti9/create-site,  Building wheel for titlecase (pyproject.toml): started
2026-07-09T03:10:16.035Z,smriti9/create-site,  Building wheel for titlecase (pyproject.toml): finished with status 'done'
2026-07-09T03:10:16.035Z,smriti9/create-site,  Created wheel for titlecase: filename=titlecase-2.4.1-py2.py3-none-any.whl size=10952 sha256=9a80d08a180c0fbe7d4b3d485b682df00a5d07d80b6fbf3cb4b301d7c74d0c50
2026-07-09T03:10:16.035Z,smriti9/create-site,  Stored in directory: /tmp/pip-ephem-wheel-cache-500wjxu2/wheels/70/8c/8e/c7949e808499a2f039d9589993fa4dfc049e09dc32216d9f63
2026-07-09T03:10:16.037Z,smriti9/create-site,Successfully built smriti_retail_os india_compliance titlecase
2026-07-09T03:10:16.178Z,smriti9/create-site,"Installing collected packages: python-barcode, titlecase, smriti_retail_os, pycryptodome, india_compliance"
2026-07-09T03:10:16.811Z,smriti9/create-site,
2026-07-09T03:10:16.824Z,smriti9/create-site,Successfully installed india_compliance-16.7.0 pycryptodome-3.19.1 python-barcode-0.15.1 smriti_retail_os-2.2.0 titlecase-2.4.1
2026-07-09T03:10:16.962Z,smriti9/create-site,Creating new site 'smriti_retail'...
2026-07-09T03:10:24.085Z,smriti9/create-site,
2026-07-09T03:10:24.085Z,smriti9/create-site,Installing frappe...
2026-07-09T03:10:39.112Z,smriti9/create-site,
2026-07-09T03:10:39.112Z,smriti9/create-site,Updating DocTypes for frappe        : [                                        ] 0%
2026-07-09T03:10:39.112Z,smriti9/create-site,Updating DocTypes for frappe        : [                                        ] 0%
2026-07-09T03:10:39.112Z,smriti9/create-site,Updating DocTypes for frappe        : [                                        ] 0%
2026-07-09T03:10:39.112Z,smriti9/create-site,Updating DocTypes for frappe        : [                                        ] 1%
2026-07-09T03:10:39.112Z,smriti9/create-site,Updating DocTypes for frappe        : [                                        ] 1%
2026-07-09T03:10:39.112Z,smriti9/create-site,Updating DocTypes for frappe        : [                                        ] 1%
2026-07-09T03:10:39.112Z,smriti9/create-site,Updating DocTypes for frappe        : [                                        ] 1%
2026-07-09T03:10:39.112Z,smriti9/create-site,Updating DocTypes for frappe        : [                                        ] 2%
2026-07-09T03:10:39.112Z,smriti9/create-site,Updating DocTypes for frappe        : [=                                       ] 2%
